Assembly	Level	WGS	BioSample	Taxonomy	RUG
GCA_902783975.1	Contig	CACZTD000000000	SAMEA6151060	uncultured Ruminococcus sp.	RUG12924
GCA_902783855.1	Contig	CACZSU000000000	SAMEA6151050	uncultured Ruminococcus sp.	RUG12914
GCA_902783905.1	Contig	CACZSP000000000	SAMEA6151056	uncultured Ruminococcus sp.	RUG12920
GCA_902783815.1	Contig	CACZSM000000000	SAMEA6151043	uncultured Ruminococcus sp.	RUG12907
GCA_902783875.1	Contig	CACZSS000000000	SAMEA6151048	uncultured Ruminococcus sp.	RUG12912
GCA_902783755.1	Contig	CACZSC000000000	SAMEA6151037	uncultured Ruminococcus sp.	RUG12901
GCA_902783465.1	Contig	CACZRL000000000	SAMEA6151011	uncultured Ruminococcus sp.	RUG12875
GCA_902783535.1	Contig	CACZRJ000000000	SAMEA6151010	uncultured Ruminococcus sp.	RUG12874
GCA_902795355.1	Scaffold	CADBKZ000000000	SAMEA6152204	uncultured Ruminococcus sp.	RUG14066
GCA_902795515.1	Scaffold	CADBLI000000000	SAMEA6152209	uncultured Ruminococcus sp.	RUG14071
GCA_902795375.1	Scaffold	CADBKX000000000	SAMEA6152203	uncultured Ruminococcus sp.	RUG14065
GCA_902797235.1	Contig	CADBSB000000000	SAMEA6152394	uncultured Ruminococcus sp.	RUG14256
GCA_902797225.1	Contig	CADBSD000000000	SAMEA6152388	uncultured Ruminococcus sp.	RUG14250
GCA_902797125.1	Contig	CADBRS000000000	SAMEA6152378	uncultured Ruminococcus sp.	RUG14240
GCA_902797065.1	Contig	CADBRK000000000	SAMEA6152372	uncultured Ruminococcus sp.	RUG14234
GCA_902796865.1	Contig	CADBQZ000000000	SAMEA6152349	uncultured Ruminococcus sp.	RUG14211
GCA_902796675.1	Contig	CADBQA000000000	SAMEA6152337	uncultured Ruminococcus sp.	RUG14199
GCA_902796915.1	Contig	CADBQS000000000	SAMEA6152353	uncultured Ruminococcus sp.	RUG14215
GCA_902796955.1	Contig	CADBRB000000000	SAMEA6152361	uncultured Ruminococcus sp.	RUG14223
GCA_902796205.1	Contig	CADBOE000000000	SAMEA6152286	uncultured Ruminococcus sp.	RUG14148
GCA_902796225.1	Contig	CADBOO000000000	SAMEA6152295	uncultured Ruminococcus sp.	RUG14157
GCA_902796505.1	Contig	CADBPA000000000	SAMEA6152307	uncultured Ruminococcus sp.	RUG14169
GCA_902796545.1	Contig	CADBPF000000000	SAMEA6152317	uncultured Ruminococcus sp.	RUG14179
GCA_902796255.1	Contig	CADBOP000000000	SAMEA6152293	uncultured Ruminococcus sp.	RUG14155
GCA_902796475.1	Contig	CADBPE000000000	SAMEA6152309	uncultured Ruminococcus sp.	RUG14171
GCA_902796445.1	Contig	CADBPJ000000000	SAMEA6152316	uncultured Ruminococcus sp.	RUG14178
GCA_902792955.1	Scaffold	CADBBX000000000	SAMEA6151963	uncultured Ruminococcus sp.	RUG13825
GCA_902792915.1	Scaffold	CADBBL000000000	SAMEA6151957	uncultured Ruminococcus sp.	RUG13819
GCA_902793115.1	Scaffold	CADBCE000000000	SAMEA6151974	uncultured Ruminococcus sp.	RUG13836
GCA_902793125.1	Scaffold	CADBCC000000000	SAMEA6151975	uncultured Ruminococcus sp.	RUG13837
GCA_902792845.1	Scaffold	CADBBA000000000	SAMEA6151945	uncultured Ruminococcus sp.	RUG13807
GCA_902792515.1	Scaffold	CADAZX000000000	SAMEA6151916	uncultured Ruminococcus sp.	RUG13779
GCA_902792345.1	Scaffold	CADAYZ000000000	SAMEA6151899	uncultured Ruminococcus sp.	RUG13762
GCA_902792105.1	Scaffold	CADAYK000000000	SAMEA6151875	uncultured Ruminococcus sp.	RUG13738
GCA_902792115.1	Scaffold	CADAYJ000000000	SAMEA6151870	uncultured Ruminococcus sp.	RUG13733
GCA_902792065.1	Scaffold	CADAYM000000000	SAMEA6151874	uncultured Ruminococcus sp.	RUG13737
GCA_902791785.1	Scaffold	CADAXH000000000	SAMEA6151845	uncultured Ruminococcus sp.	RUG13708
GCA_902793915.1	Scaffold	CADBFJ000000000	SAMEA6152053	uncultured Ruminococcus sp.	RUG13915
GCA_902794355.1	Scaffold	CADBHC000000000	SAMEA6152103	uncultured Ruminococcus sp.	RUG13965
GCA_902794505.1	Scaffold	CADBHM000000000	SAMEA6152113	uncultured Ruminococcus sp.	RUG13975
GCA_902794395.1	Scaffold	CADBHB000000000	SAMEA6152104	uncultured Ruminococcus sp.	RUG13966
GCA_902794465.1	Scaffold	CADBHJ000000000	SAMEA6152109	uncultured Ruminococcus sp.	RUG13971
GCA_902790265.1	Scaffold	CADARH000000000	SAMEA6151693	uncultured Ruminococcus sp.	RUG13556
GCA_902790355.1	Scaffold	CADARQ000000000	SAMEA6151692	uncultured Ruminococcus sp.	RUG13555
GCA_902790005.1	Scaffold	CADAQE000000000	SAMEA6151664	uncultured Ruminococcus sp.	RUG13527
GCA_902789705.1	Scaffold	CADAPI000000000	SAMEA6151634	uncultured Ruminococcus sp.	RUG13497
GCA_902789345.1	Scaffold	CADANT000000000	SAMEA6151596	uncultured Ruminococcus sp.	RUG13459
GCA_902791425.1	Scaffold	CADAVS000000000	SAMEA6151808	uncultured Ruminococcus sp.	RUG13671
GCA_902791515.1	Scaffold	CADAWD000000000	SAMEA6151809	uncultured Ruminococcus sp.	RUG13672
GCA_902790985.1	Scaffold	CADAUE000000000	SAMEA6151767	uncultured Ruminococcus sp.	RUG13630
GCA_902790475.1	Scaffold	CADASG000000000	SAMEA6151716	uncultured Ruminococcus sp.	RUG13579
GCA_902787365.1	Scaffold	CADAGC000000000	SAMEA6151394	uncultured Ruminococcus sp.	RUG13257
GCA_902787385.1	Scaffold	CADAGF000000000	SAMEA6151406	uncultured Ruminococcus sp.	RUG13269
GCA_902787285.1	Scaffold	CADAFZ000000000	SAMEA6151395	uncultured Ruminococcus sp.	RUG13258
GCA_902787145.1	Scaffold	CADAEZ000000000	SAMEA6151372	uncultured Ruminococcus sp.	RUG13235
GCA_902786965.1	Scaffold	CADAEJ000000000	SAMEA6151356	uncultured Ruminococcus sp.	RUG13219
GCA_902786975.1	Scaffold	CADAES000000000	SAMEA6151363	uncultured Ruminococcus sp.	RUG13226
GCA_902786345.1	Scaffold	CADACB000000000	SAMEA6151289	uncultured Ruminococcus sp.	RUG13152
GCA_902787825.1	Scaffold	CADAHS000000000	SAMEA6151448	uncultured Ruminococcus sp.	RUG13311
GCA_902788745.1	Scaffold	CADALF000000000	SAMEA6151536	uncultured Ruminococcus sp.	RUG13399
GCA_902788785.1	Scaffold	CADALT000000000	SAMEA6151541	uncultured Ruminococcus sp.	RUG13404
GCA_902766485.1	Contig	CACXEE000000000	SAMEA6149309	uncultured Saccharopolyspora sp.	RUG11175
GCA_902773965.1	Scaffold	CACYGM000000000	SAMEA6150058	uncultured Sarcina sp.	RUG11923
GCA_902782345.1	Scaffold	CACZMM000000000	SAMEA6150896	uncultured Sarcina sp.	RUG12760
GCA_902778455.1	Scaffold	CACYXR000000000	SAMEA6150508	uncultured Selenomonadaceae bacterium	RUG12372
GCA_902777615.1	Scaffold	CACYUQ000000000	SAMEA6150425	uncultured Selenomonadaceae bacterium	RUG12289
GCA_902782705.1	Contig	CACZOL000000000	SAMEA6150935	uncultured Selenomonadaceae bacterium	RUG12799
GCA_902797045.1	Contig	CADBRI000000000	SAMEA6152369	uncultured Selenomonadaceae bacterium	RUG14231
GCA_902755615.1	Scaffold	CACVOG000000000	SAMEA6148217	uncultured Selenomonadaceae bacterium	RUG10084
GCA_902760165.1	Contig	CACWFI000000000	SAMEA6148664	uncultured Selenomonadaceae bacterium	RUG10531
GCA_902795175.1	Scaffold	CADBKC000000000	SAMEA6152186	uncultured Selenomonas sp.	RUG14048
GCA_902794105.1	Scaffold	CADBFY000000000	SAMEA6152076	uncultured Selenomonas sp.	RUG13938
GCA_902791435.1	Scaffold	CADAVR000000000	SAMEA6151802	uncultured Selenomonas sp.	RUG13665
GCA_902777195.1	Scaffold	CACYSV000000000	SAMEA6150376	uncultured Selenomonas sp.	RUG12241
GCA_902780535.1	Scaffold	CACZFT000000000	SAMEA6150714	uncultured Selenomonas sp.	RUG12578
GCA_902780515.1	Scaffold	CACZFW000000000	SAMEA6150712	uncultured Spirochaetaceae bacterium	RUG12576
GCA_902778325.1	Scaffold	CACYWZ000000000	SAMEA6150486	uncultured Spirochaetaceae bacterium	RUG12350
GCA_902781815.1	Contig	CACZKV000000000	SAMEA6150848	uncultured Spirochaetaceae bacterium	RUG12712
GCA_902783155.1	Contig	CACZPR000000000	SAMEA6150969	uncultured Spirochaetaceae bacterium	RUG12833
GCA_902783245.1	Contig	CACZQF000000000	SAMEA6150986	uncultured Spirochaetaceae bacterium	RUG12850
GCA_902785455.1	Scaffold	CACZYY000000000	SAMEA6151220	uncultured Spirochaetaceae bacterium	RUG13083
GCA_902786295.1	Scaffold	CADACG000000000	SAMEA6151294	uncultured Spirochaetaceae bacterium	RUG13157
GCA_902789325.1	Scaffold	CADANN000000000	SAMEA6151594	uncultured Spirochaetaceae bacterium	RUG13457
GCA_902793385.1	Scaffold	CADBDM000000000	SAMEA6152002	uncultured Spirochaetaceae bacterium	RUG13864
GCA_902792795.1	Scaffold	CADBBB000000000	SAMEA6151947	uncultured Spirochaetaceae bacterium	RUG13809
GCA_902797305.1	Contig	CADBSK000000000	SAMEA6152395	uncultured Spirochaetaceae bacterium	RUG14257
GCA_902797365.1	Contig	CADBSS000000000	SAMEA6152404	uncultured Spirochaetaceae bacterium	RUG14266
GCA_902797055.1	Contig	CADBRT000000000	SAMEA6152368	uncultured Spirochaetaceae bacterium	RUG14230
GCA_902796985.1	Contig	CADBRC000000000	SAMEA6152365	uncultured Spirochaetaceae bacterium	RUG14227
GCA_902803735.1	Contig	CADCRJ000000000	SAMEA6153038	uncultured Spirochaetaceae bacterium	RUG14899
GCA_902803415.1	Contig	CADCQA000000000	SAMEA6153011	uncultured Spirochaetaceae bacterium	RUG14872
GCA_902802995.1	Contig	CADCOA000000000	SAMEA6152962	uncultured Spirochaetaceae bacterium	RUG14823
GCA_902802305.1	Scaffold	CADCLG000000000	SAMEA6152892	uncultured Spirochaetaceae bacterium	RUG14753
GCA_902802235.1	Scaffold	CADCLL000000000	SAMEA6152894	uncultured Spirochaetaceae bacterium	RUG14755
GCA_902797925.1	Contig	CADBUT000000000	SAMEA6152446	uncultured Spirochaetaceae bacterium	RUG14308
GCA_902797635.1	Contig	CADBTP000000000	SAMEA6152429	uncultured Spirochaetaceae bacterium	RUG14291
GCA_902799965.1	Scaffold	CADCCO000000000	SAMEA6152661	uncultured Spirochaetaceae bacterium	RUG14523
GCA_902766345.1	Contig	CACXDK000000000	SAMEA6149286	uncultured Spirochaetaceae bacterium	RUG11152
GCA_902766125.1	Contig	CACXCG000000000	SAMEA6149265	uncultured Spirochaetaceae bacterium	RUG11131
GCA_902765135.1	Contig	CACWYS000000000	SAMEA6149171	uncultured Spirochaetaceae bacterium	RUG11037
GCA_902772605.1	Contig	CACYBG000000000	SAMEA6149922	uncultured Spirochaetaceae bacterium	RUG11787
GCA_902772975.1	Contig	CACYCX000000000	SAMEA6149955	uncultured Spirochaetaceae bacterium	RUG11820
GCA_902773215.1	Contig	CACYDQ000000000	SAMEA6149977	uncultured Spirochaetaceae bacterium	RUG11842
GCA_902767085.1	Contig	CACXGD000000000	SAMEA6149363	uncultured Spirochaetaceae bacterium	RUG11229
GCA_902758225.1	Scaffold	CACVYI000000000	SAMEA6148474	uncultured Spirochaetaceae bacterium	RUG10341
GCA_902756165.1	Contig	CACVQD000000000	SAMEA6148269	uncultured Spirochaetaceae bacterium	RUG10136
GCA_902761185.1	Contig	CACWJJ000000000	SAMEA6148772	uncultured Spirochaetaceae bacterium	RUG10639
GCA_902763515.1	Scaffold	CACWSL000000000	SAMEA6149002	uncultured Spirochaetaceae bacterium	RUG10868
GCA_902756045.1	Scaffold	CACVPS000000000	SAMEA6148253	uncultured Spirochaetales bacterium	RUG10120
GCA_902773355.1	Contig	CACYEI000000000	SAMEA6150001	uncultured Spirochaetales bacterium	RUG11866
GCA_902774115.1	Contig	CACYHH000000000	SAMEA6150081	uncultured Spirochaetales bacterium	RUG11946
GCA_902797395.1	Contig	CADBSO000000000	SAMEA6152403	uncultured Spirochaetales bacterium	RUG14265
GCA_902803145.1	Contig	CADCOT000000000	SAMEA6152985	uncultured Spirochaetales bacterium	RUG14846
GCA_902796335.1	Contig	CADBOI000000000	SAMEA6152289	uncultured Spirochaetales bacterium	RUG14151
GCA_902788205.1	Scaffold	CADAJJ000000000	SAMEA6151488	uncultured Spirochaetales bacterium	RUG13351
GCA_902781545.1	Scaffold	CACZJR000000000	SAMEA6150819	uncultured Spirochaetales bacterium	RUG12683
GCA_902780365.1	Scaffold	CACZFE000000000	SAMEA6150694	uncultured Spirochaetales bacterium	RUG12558
GCA_902785475.1	Scaffold	CACZYZ000000000	SAMEA6151217	uncultured Streptococcus sp.	RUG13080
GCA_902755185.1	Contig	CACVMD000000000	SAMEA6148161	uncultured Succiniclasticum sp.	RUG10029
GCA_902763375.1	Scaffold	CACWRN000000000	SAMEA6148988	uncultured Succiniclasticum sp.	RUG10854
GCA_902776055.1	Scaffold	CACYOL000000000	SAMEA6150265	uncultured Succiniclasticum sp.	RUG12130
GCA_902777825.1	Contig	CACYVG000000000	SAMEA6150443	uncultured Succiniclasticum sp.	RUG12307
GCA_902802185.1	Scaffold	CADCKY000000000	SAMEA6152886	uncultured Succiniclasticum sp.	RUG14747
GCA_902801365.1	Scaffold	CADCHY000000000	SAMEA6152803	uncultured Succiniclasticum sp.	RUG14664
GCA_902800665.1	Scaffold	CADCFI000000000	SAMEA6152734	uncultured Succinivibrio sp.	RUG14595
GCA_902798435.1	Scaffold	CADBXC000000000	SAMEA6152508	uncultured Succinivibrio sp.	RUG14370
GCA_902803835.1	Contig	CADCRK000000000	SAMEA6153055	uncultured Succinivibrio sp.	RUG14916
GCA_902775695.1	Scaffold	CACYMX000000000	SAMEA6150228	uncultured Succinivibrio sp.	RUG12093
GCA_902785325.1	Scaffold	CACZXZ000000000	SAMEA6151192	uncultured Succinivibrio sp.	RUG13055
GCA_902765685.1	Contig	CACXAS000000000	SAMEA6149228	uncultured Succinivibrio sp.	RUG11094
GCA_902772715.1	Contig	CACYBT000000000	SAMEA6149933	uncultured Succinivibrio sp.	RUG11798
GCA_902761335.1	Scaffold	CACWJX000000000	SAMEA6148787	uncultured Succinivibrio sp.	RUG10654
GCA_902755545.1	Scaffold	CACVNX000000000	SAMEA6148208	uncultured Succinivibrio sp.	RUG10075
GCA_902759295.1	Scaffold	CACWCG000000000	SAMEA6148584	uncultured Sutterellaceae bacterium	RUG10451
GCA_902773235.1	Contig	CACYDV000000000	SAMEA6149988	uncultured Sutterellaceae bacterium	RUG11853
GCA_902797695.1	Contig	CADBTW000000000	SAMEA6152430	uncultured Sutterellaceae bacterium	RUG14292
GCA_902795685.1	Contig	CADBMI000000000	SAMEA6152238	uncultured Thermoactinomyces sp.	RUG14100
GCA_902794295.1	Contig	CADBGP000000000	SAMEA6152089	uncultured Ureaplasma sp.	RUG13951
GCA_902791895.1	Contig	CADAXN000000000	SAMEA6151853	uncultured Ureaplasma sp.	RUG13716
GCA_902789825.1	Contig	CADAPK000000000	SAMEA6151648	uncultured Ureaplasma sp.	RUG13511
GCA_902782585.1	Contig	CACZNK000000000	SAMEA6150920	uncultured Ureaplasma sp.	RUG12784
GCA_902803565.1	Contig	CADCQJ000000000	SAMEA6153027	uncultured Ureaplasma sp.	RUG14888
GCA_902773115.1	Contig	CACYCY000000000	SAMEA6149969	uncultured Ureaplasma sp.	RUG11834
GCA_902766725.1	Contig	CACXEQ000000000	SAMEA6149328	uncultured Ureaplasma sp.	RUG11194
GCA_902766015.1	Contig	CACXCC000000000	SAMEA6149260	uncultured Veillonellaceae bacterium	RUG11126
GCA_902773295.1	Contig	CACYDT000000000	SAMEA6149993	uncultured Veillonellaceae bacterium	RUG11858
GCA_902756425.1	Contig	CACVQZ000000000	SAMEA6148293	uncultured Veillonellaceae bacterium	RUG10160
GCA_902760475.1	Contig	CACWGR000000000	SAMEA6148702	uncultured Veillonellaceae bacterium	RUG10569
GCA_902803665.1	Contig	CADCQW000000000	SAMEA6153029	uncultured Veillonellaceae bacterium	RUG14890
GCA_902800785.1	Scaffold	CADCFR000000000	SAMEA6152743	uncultured Veillonellaceae bacterium	RUG14604
GCA_902785705.1	Scaffold	CACZZN000000000	SAMEA6151230	uncultured Veillonellaceae bacterium	RUG13093
GCA_902786085.1	Scaffold	CADABB000000000	SAMEA6151277	uncultured Veillonellaceae bacterium	RUG13140
GCA_902776295.1	Scaffold	CACYPN000000000	SAMEA6150292	uncultured bacterium	RUG12157
GCA_902776035.1	Scaffold	CACYOO000000000	SAMEA6150260	uncultured bacterium	RUG12125
GCA_902776125.1	Scaffold	CACYOX000000000	SAMEA6150273	uncultured bacterium	RUG12138
GCA_902775025.1	Scaffold	CACYKP000000000	SAMEA6150170	uncultured bacterium	RUG12035
GCA_902777385.1	Scaffold	CACYTP000000000	SAMEA6150403	uncultured bacterium	RUG12268
GCA_902777155.1	Scaffold	CACYSZ000000000	SAMEA6150382	uncultured bacterium	RUG12247
GCA_902777605.1	Scaffold	CACYUI000000000	SAMEA6150420	uncultured bacterium	RUG12284
GCA_902776645.1	Scaffold	CACYQT000000000	SAMEA6150321	uncultured bacterium	RUG12186
GCA_902777855.1	Scaffold	CACYVN000000000	SAMEA6150449	uncultured bacterium	RUG12313
GCA_902779045.1	Scaffold	CACZAG000000000	SAMEA6150564	uncultured bacterium	RUG12428
GCA_902779075.1	Scaffold	CACZAK000000000	SAMEA6150568	uncultured bacterium	RUG12432
GCA_902778895.1	Scaffold	CACYZF000000000	SAMEA6150550	uncultured bacterium	RUG12414
GCA_902779645.1	Scaffold	CACZCH000000000	SAMEA6150630	uncultured bacterium	RUG12494
GCA_902779565.1	Scaffold	CACZCD000000000	SAMEA6150614	uncultured bacterium	RUG12478
GCA_902779865.1	Scaffold	CACZDG000000000	SAMEA6150650	uncultured bacterium	RUG12514
GCA_902780525.1	Scaffold	CACZFL000000000	SAMEA6150711	uncultured bacterium	RUG12575
GCA_902780135.1	Contig	CACZEK000000000	SAMEA6150677	uncultured bacterium	RUG12541
GCA_902783835.1	Contig	CACZSN000000000	SAMEA6151042	uncultured bacterium	RUG12906
GCA_902783785.1	Contig	CACZSH000000000	SAMEA6151045	uncultured bacterium	RUG12909
GCA_902783355.1	Contig	CACZQQ000000000	SAMEA6150995	uncultured bacterium	RUG12859
GCA_902783125.1	Contig	CACZPS000000000	SAMEA6150977	uncultured bacterium	RUG12841
GCA_902783135.1	Contig	CACZPY000000000	SAMEA6150974	uncultured bacterium	RUG12838
GCA_902782905.1	Contig	CACZPB000000000	SAMEA6150958	uncultured bacterium	RUG12822
GCA_902780865.1	Scaffold	CACZHC000000000	SAMEA6150748	uncultured bacterium	RUG12612
GCA_902790465.1	Scaffold	CADASF000000000	SAMEA6151717	uncultured bacterium	RUG13580
GCA_902788345.1	Scaffold	CADAJP000000000	SAMEA6151493	uncultured bacterium	RUG13356
GCA_902787785.1	Scaffold	CADAHX000000000	SAMEA6151444	uncultured bacterium	RUG13307
GCA_902788575.1	Contig	CADAKY000000000	SAMEA6151526	uncultured bacterium	RUG13389
GCA_902788415.1	Scaffold	CADAKF000000000	SAMEA6151502	uncultured bacterium	RUG13365
GCA_902787505.1	Scaffold	CADAGQ000000000	SAMEA6151418	uncultured bacterium	RUG13281
GCA_902787265.1	Scaffold	CADAGB000000000	SAMEA6151396	uncultured bacterium	RUG13259
GCA_902791985.1	Scaffold	CADAYD000000000	SAMEA6151864	uncultured bacterium	RUG13727
GCA_902791745.1	Scaffold	CADAWZ000000000	SAMEA6151833	uncultured bacterium	RUG13696
GCA_902792085.1	Scaffold	CADAYE000000000	SAMEA6151878	uncultured bacterium	RUG13741
GCA_902794225.1	Scaffold	CADBGG000000000	SAMEA6152084	uncultured bacterium	RUG13946
GCA_902794035.1	Scaffold	CADBFN000000000	SAMEA6152062	uncultured bacterium	RUG13924
GCA_902793555.1	Scaffold	CADBEF000000000	SAMEA6152027	uncultured bacterium	RUG13889
GCA_902795945.1	Contig	CADBMT000000000	SAMEA6152253	uncultured bacterium	RUG14115
GCA_902796515.1	Contig	CADBOZ000000000	SAMEA6152311	uncultured bacterium	RUG14173
GCA_902796585.1	Contig	CADBPN000000000	SAMEA6152325	uncultured bacterium	RUG14187
GCA_902795965.1	Contig	CADBNI000000000	SAMEA6152263	uncultured bacterium	RUG14125
GCA_902796305.1	Contig	CADBOJ000000000	SAMEA6152294	uncultured bacterium	RUG14156
GCA_902796925.1	Contig	CADBQW000000000	SAMEA6152357	uncultured bacterium	RUG14219
GCA_902796825.1	Contig	CADBQQ000000000	SAMEA6152352	uncultured bacterium	RUG14214
GCA_902800055.1	Scaffold	CADCCW000000000	SAMEA6152676	uncultured bacterium	RUG14537
GCA_902800385.1	Scaffold	CADCEH000000000	SAMEA6152704	uncultured bacterium	RUG14565
GCA_902799955.1	Scaffold	CADCCQ000000000	SAMEA6152666	uncultured bacterium	RUG14528
GCA_902799825.1	Scaffold	CADCCM000000000	SAMEA6152648	uncultured bacterium	RUG14510
GCA_902799715.1	Scaffold	CADCBS000000000	SAMEA6152630	uncultured bacterium	RUG14492
GCA_902799735.1	Scaffold	CADCBG000000000	SAMEA6152638	uncultured bacterium	RUG14500
GCA_902797965.1	Scaffold	CADBUY000000000	SAMEA6152464	uncultured bacterium	RUG14326
GCA_902797985.1	Scaffold	CADBUZ000000000	SAMEA6152465	uncultured bacterium	RUG14327
GCA_902797575.1	Contig	CADBTL000000000	SAMEA6152423	uncultured bacterium	RUG14285
GCA_902799385.1	Scaffold	CADCAK000000000	SAMEA6152601	uncultured bacterium	RUG14463
GCA_902798645.1	Scaffold	CADBXV000000000	SAMEA6152537	uncultured bacterium	RUG14399
GCA_902798665.1	Scaffold	CADBXN000000000	SAMEA6152535	uncultured bacterium	RUG14397
GCA_902801915.1	Contig	CADCJV000000000	SAMEA6152850	uncultured bacterium	RUG14711
GCA_902801985.1	Scaffold	CADCKD000000000	SAMEA6152862	uncultured bacterium	RUG14723
GCA_902802825.1	Scaffold	CADCNV000000000	SAMEA6152957	uncultured bacterium	RUG14818
GCA_902802935.1	Contig	CADCNZ000000000	SAMEA6152963	uncultured bacterium	RUG14824
GCA_902802585.1	Scaffold	CADCMR000000000	SAMEA6152922	uncultured bacterium	RUG14783
GCA_902801025.1	Scaffold	CADCGZ000000000	SAMEA6152771	uncultured bacterium	RUG14632
GCA_902803135.1	Contig	CADCPA000000000	SAMEA6152980	uncultured bacterium	RUG14841
GCA_902803165.1	Contig	CADCOS000000000	SAMEA6152983	uncultured bacterium	RUG14844
GCA_902803265.1	Contig	CADCPD000000000	SAMEA6152996	uncultured bacterium	RUG14857
GCA_902803325.1	Contig	CADCPO000000000	SAMEA6153004	uncultured bacterium	RUG14865
GCA_902760205.1	Contig	CACWFO000000000	SAMEA6148672	uncultured bacterium	RUG10539
GCA_902760645.1	Scaffold	CACWHC000000000	SAMEA6148715	uncultured bacterium	RUG10582
GCA_902761275.1	Scaffold	CACWJS000000000	SAMEA6148773	uncultured bacterium	RUG10640
GCA_902761145.1	Scaffold	CACWJA000000000	SAMEA6148767	uncultured bacterium	RUG10634
GCA_902761035.1	Scaffold	CACWIW000000000	SAMEA6148752	uncultured bacterium	RUG10619
GCA_902760905.1	Scaffold	CACWIL000000000	SAMEA6148742	uncultured bacterium	RUG10609
GCA_902761575.1	Scaffold	CACWKU000000000	SAMEA6148807	uncultured bacterium	RUG10674
GCA_902761735.1	Scaffold	CACWLL000000000	SAMEA6148827	uncultured bacterium	RUG10694
GCA_902763485.1	Scaffold	CACWSH000000000	SAMEA6149008	uncultured bacterium	RUG10874
GCA_902763655.1	Scaffold	CACWSW000000000	SAMEA6149018	uncultured bacterium	RUG10884
GCA_902763595.1	Scaffold	CACWSK000000000	SAMEA6149003	uncultured bacterium	RUG10869
GCA_902763195.1	Scaffold	CACWQU000000000	SAMEA6148965	uncultured bacterium	RUG10831
GCA_902763805.1	Scaffold	CACWTN000000000	SAMEA6149033	uncultured bacterium	RUG10899
GCA_902756295.1	Scaffold	CACVQG000000000	SAMEA6148278	uncultured bacterium	RUG10145
GCA_902757315.1	Scaffold	CACVUQ000000000	SAMEA6148386	uncultured bacterium	RUG10253
GCA_902760105.1	Contig	CACWFM000000000	SAMEA6148658	uncultured bacterium	RUG10525
GCA_902773475.1	Contig	CACYEO000000000	SAMEA6150010	uncultured bacterium	RUG11875
GCA_902772945.1	Contig	CACYCU000000000	SAMEA6149960	uncultured bacterium	RUG11825
GCA_902773015.1	Contig	CACYCW000000000	SAMEA6149958	uncultured bacterium	RUG11823
GCA_902772825.1	Contig	CACYCF000000000	SAMEA6149944	uncultured bacterium	RUG11809
GCA_902772875.1	Contig	CACYCH000000000	SAMEA6149947	uncultured bacterium	RUG11812
GCA_902772905.1	Contig	CACYCL000000000	SAMEA6149945	uncultured bacterium	RUG11810
